transaction_id,timestamp,psp,transaction_type,payer_vpa,payee_vpa,payer_bank,payee_bank,merchant_id,merchant_name,merchant_category,mcc,amount,currency,status,response_code,failure_reason,rrn,bank_reference_id,payment_mode,device_type,state,settlement_status,risk_score,fraud_flag
TXN_20260430_710577,2026-04-30T10:50:05+05:30,Paytm,UPI_PAYMENT,user855835@paytm,urbaneats378@idfcfirs,Axis Bank,IDFC FIRST Bank,MER_427013,Urban Eats,Restaurant,5812,2109.57,INR,SUCCESS,00,,142399765169,BRN8717118995,UPI,IOS,Delhi,SETTLED,28,false
TXN_20260407_378679,2026-04-07T12:36:14+05:30,Paytm,UPI_PAYMENT,user273120@paytm,medicarepha916@hdfcbank,HDFC Bank,HDFC Bank,MER_417924,MediCare Pharmacy,Pharmacy,5912,205.43,INR,SUCCESS,00,,893949294586,BRN4798163549,UPI,ANDROID,Uttar Pradesh,SETTLED,16,false
TXN_20260403_717215,2026-04-03T07:36:34+05:30,Paytm,UPI_PAYMENT,user499563@paytm,mobilerecha710@indusind,State Bank of India,IndusInd Bank,MER_210264,Mobile Recharge Hub,Telecom,4814,809.01,INR,SUCCESS,00,,298778069337,BRN2766942930,UPI,ANDROID,Maharashtra,SETTLED,7,false
TXN_20260426_775161,2026-04-26T13:36:29+05:30,Paytm,UPI_PAYMENT,user473885@paytm,booknest538@iciciban,ICICI Bank,ICICI Bank,MER_969954,BookNest,Books,5942,117.56,INR,SUCCESS,00,,131617075895,BRN5961351406,UPI,ANDROID,Gujarat,SETTLED,50,false
TXN_20260409_929602,2026-04-09T04:49:56+05:30,Paytm,UPI_PAYMENT,user865692@paytm,homebasket154@kotakmah,Axis Bank,Kotak Mahindra Bank,MER_464790,HomeBasket,Home & Living,5712,252.38,INR,SUCCESS,00,,364574454431,BRN5336985327,UPI,ANDROID,Delhi,SETTLED,37,false
TXN_20260407_535988,2026-04-07T16:51:09+05:30,Paytm,UPI_PAYMENT,user384379@paytm,fitzonegym92@hdfcbank,YES BANK,HDFC Bank,MER_626217,FitZone Gym,Fitness,7997,154.37,INR,FAILED,05,DO_NOT_HONOR,323452286017,,UPI,ANDROID,Odisha,NOT_APPLICABLE,17,false
TXN_20260427_681807,2026-04-27T12:04:34+05:30,Paytm,UPI_PAYMENT,user808688@paytm,freshmartre126@axisbank,Axis Bank,Axis Bank,MER_895087,FreshMart Retail,Grocery,5411,325.66,INR,SUCCESS,00,,230191168169,BRN4953641400,UPI,ANDROID,Uttar Pradesh,SETTLED,1,false
TXN_20260401_804222,2026-04-01T22:08:01+05:30,Paytm,UPI_PAYMENT,user975763@paytm,cafebrew62@stateban,Bank of Baroda,State Bank of India,MER_286919,Cafe Brew,Cafe,5814,287.53,INR,SUCCESS,00,,855205766996,BRN2836232154,UPI,ANDROID,Maharashtra,SETTLED,35,false
TXN_20260415_961918,2026-04-15T12:10:45+05:30,Paytm,UPI_PAYMENT,user303649@paytm,cafebrew74@axisbank,Union Bank of India,Axis Bank,MER_124987,Cafe Brew,Cafe,5814,392.50,INR,SUCCESS,00,,167248112874,BRN7986992387,UPI,ANDROID,Odisha,SETTLED,1,false
TXN_20260421_162196,2026-04-21T19:51:30+05:30,Paytm,UPI_PAYMENT,user656181@paytm,techsquaree223@iciciban,Axis Bank,ICICI Bank,MER_867582,TechSquare Electronics,Electronics,5732,356.97,INR,SUCCESS,00,,876737171729,BRN2259045011,UPI,ANDROID,Tamil Nadu,SETTLED,7,false
