transaction_id,timestamp,psp,transaction_type,payer_vpa,payee_vpa,payer_bank,payee_bank,merchant_id,merchant_name,merchant_category,mcc,amount,currency,status,response_code,failure_reason,rrn,bank_reference_id,payment_mode,device_type,state,settlement_status,risk_score,fraud_flag
TXN_20260526_781175,2026-05-26T20:21:33+05:30,Paytm,UPI_PAYMENT,user463407@paytm,booknest702@stateban,Bank of Baroda,State Bank of India,MER_381798,BookNest,Books,5942,110.33,INR,SUCCESS,00,,195871195986,BRN3199156198,UPI,ANDROID,Tamil Nadu,SETTLED,20,false
TXN_20260522_729220,2026-05-22T17:27:19+05:30,Paytm,UPI_PAYMENT,user636682@paytm,edulearnser782@iciciban,State Bank of India,ICICI Bank,MER_310888,EduLearn Services,Education,8299,316.01,INR,FAILED,05,DO_NOT_HONOR,678106177698,,UPI,ANDROID,West Bengal,NOT_APPLICABLE,28,false
TXN_20260522_976493,2026-05-22T15:37:03+05:30,Paytm,UPI_PAYMENT,user44052@paytm,booknest506@kotakmah,HDFC Bank,Kotak Mahindra Bank,MER_540299,BookNest,Books,5942,293.66,INR,SUCCESS,00,,945755449288,BRN1873627419,UPI,ANDROID,Maharashtra,SETTLED,30,false
TXN_20260531_366820,2026-05-31T17:46:21+05:30,Paytm,UPI_PAYMENT,user787791@paytm,mobilerecha872@unionban,HDFC Bank,Union Bank of India,MER_816016,Mobile Recharge Hub,Telecom,4814,101.71,INR,SUCCESS,00,,434383002196,BRN5316551982,UPI,ANDROID,Uttarakhand,SETTLED,16,false
TXN_20260510_870898,2026-05-10T19:15:00+05:30,Paytm,UPI_PAYMENT,user312261@paytm,metromobili373@hdfcbank,Punjab National Bank,HDFC Bank,MER_822799,Metro Mobility,Transport,4121,1285.92,INR,SUCCESS,00,,707666694963,BRN9092885494,UPI,ANDROID,Bihar,SETTLED,47,false
TXN_20260518_981811,2026-05-18T05:00:00+05:30,Paytm,UPI_PAYMENT,user127060@paytm,fitzonegym879@axisbank,Axis Bank,Axis Bank,MER_563617,FitZone Gym,Fitness,7997,40.44,INR,SUCCESS,00,,494339663290,BRN5876644327,UPI,ANDROID,Maharashtra,SETTLED,45,false
TXN_20260526_510570,2026-05-26T23:57:58+05:30,Paytm,UPI_PAYMENT,user535166@paytm,quickfuelst983@axisbank,HDFC Bank,Axis Bank,MER_279245,QuickFuel Station,Fuel,5541,610.67,INR,SUCCESS,00,,753745758402,BRN9372574270,UPI,ANDROID,Chhattisgarh,SETTLED,51,false
TXN_20260501_491833,2026-05-01T18:07:59+05:30,Paytm,UPI_PAYMENT,user542804@paytm,fitzonegym589@indianba,Kotak Mahindra Bank,Indian Bank,MER_600723,FitZone Gym,Fitness,7997,356.91,INR,SUCCESS,00,,567515647461,BRN5819114803,UPI,IOS,Telangana,SETTLED,60,false
TXN_20260517_567025,2026-05-17T03:52:23+05:30,Paytm,UPI_PAYMENT,user732235@paytm,quickfuelst863@unionban,Bank of India,Union Bank of India,MER_154123,QuickFuel Station,Fuel,5541,1350.75,INR,SUCCESS,00,,744596961831,BRN8488935909,UPI,WEB,Maharashtra,SETTLED,28,false
TXN_20260531_591256,2026-05-31T10:28:31+05:30,Paytm,UPI_PAYMENT,user243820@paytm,quickfuelst489@hdfcbank,State Bank of India,HDFC Bank,MER_532216,QuickFuel Station,Fuel,5541,780.87,INR,SUCCESS,00,,574199095573,BRN6070812766,UPI,ANDROID,Uttar Pradesh,SETTLED,28,false
TXN_20260508_679360,2026-05-08T00:14:45+05:30,Paytm,UPI_PAYMENT,user549793@paytm,urbaneats714@kotakmah,Axis Bank,Kotak Mahindra Bank,MER_940796,Urban Eats,Restaurant,5812,101.58,INR,SUCCESS,00,,729437324315,BRN4536183600,UPI,WEB,Punjab,SETTLED,9,false
TXN_20260501_259987,2026-05-01T08:01:35+05:30,Paytm,UPI_PAYMENT,user101831@paytm,booknest786@idfcfirs,Punjab National Bank,IDFC FIRST Bank,MER_633483,BookNest,Books,5942,83.21,INR,SUCCESS,00,,594940920560,BRN7660909297,UPI,IOS,Rajasthan,SETTLED,12,false
TXN_20260528_284471,2026-05-28T00:52:35+05:30,Paytm,UPI_PAYMENT,user578101@paytm,homebasket173@canaraba,Bandhan Bank,Canara Bank,MER_340042,HomeBasket,Home & Living,5712,39.30,INR,SUCCESS,00,,311683568875,BRN2409899629,UPI,ANDROID,Tamil Nadu,SETTLED,24,false
TXN_20260525_313644,2026-05-25T19:52:14+05:30,Paytm,UPI_PAYMENT,user493852@paytm,stylehubfas67@iciciban,ICICI Bank,ICICI Bank,MER_988550,StyleHub Fashion,Apparel,5651,773.63,INR,SUCCESS,00,,556625256953,BRN6575870666,UPI,IOS,Maharashtra,SETTLED,37,false
TXN_20260509_937786,2026-05-09T07:52:06+05:30,Paytm,UPI_PAYMENT,user241930@paytm,freshmartre969@iciciban,Canara Bank,ICICI Bank,MER_997804,FreshMart Retail,Grocery,5411,2909.47,INR,SUCCESS,00,,134388727732,BRN3369712251,UPI,IOS,Karnataka,SETTLED,44,false
TXN_20260502_417469,2026-05-02T22:09:17+05:30,Paytm,UPI_PAYMENT,user694568@paytm,edulearnser844@unionban,YES BANK,Union Bank of India,MER_998978,EduLearn Services,Education,8299,64.38,INR,SUCCESS,00,,227748376751,BRN8344352583,UPI,ANDROID,Bihar,SETTLED,69,false
TXN_20260510_715547,2026-05-10T09:07:49+05:30,Paytm,UPI_PAYMENT,user587507@paytm,metromobili283@bankofba,ICICI Bank,Bank of Baroda,MER_262375,Metro Mobility,Transport,4121,202.26,INR,SUCCESS,00,,602251286104,BRN1207188009,UPI,IOS,Uttar Pradesh,SETTLED,43,false
TXN_20260508_594219,2026-05-08T04:52:52+05:30,Paytm,UPI_PAYMENT,user188679@paytm,homebasket844@hdfcbank,Axis Bank,HDFC Bank,MER_928636,HomeBasket,Home & Living,5712,74.22,INR,SUCCESS,00,,695591582472,BRN7656224470,UPI,ANDROID,Bihar,SETTLED,19,false
TXN_20260503_121848,2026-05-03T02:08:25+05:30,Paytm,UPI_PAYMENT,user585674@paytm,stylehubfas848@yesbank,State Bank of India,YES BANK,MER_131968,StyleHub Fashion,Apparel,5651,147.10,INR,SUCCESS,00,,759378354039,BRN9947403830,UPI,ANDROID,Uttarakhand,SETTLED,43,false
TXN_20260508_497626,2026-05-08T21:22:29+05:30,Paytm,UPI_PAYMENT,user75452@paytm,fitzonegym601@axisbank,State Bank of India,Axis Bank,MER_716856,FitZone Gym,Fitness,7997,202.93,INR,SUCCESS,00,,123535997209,BRN4409620166,UPI,ANDROID,West Bengal,SETTLED,15,false
TXN_20260513_612959,2026-05-13T19:27:16+05:30,Paytm,UPI_PAYMENT,user801627@paytm,utilitypays212@iciciban,IndusInd Bank,ICICI Bank,MER_769864,UtilityPay Services,Utilities,4900,384.13,INR,SUCCESS,00,,830088593548,BRN8691860739,UPI,ANDROID,Rajasthan,SETTLED,29,false
TXN_20260520_644331,2026-05-20T16:35:44+05:30,Paytm,UPI_PAYMENT,user989270@paytm,medicarepha960@axisbank,State Bank of India,Axis Bank,MER_496406,MediCare Pharmacy,Pharmacy,5912,115.25,INR,SUCCESS,00,,582404038155,BRN5280222016,UPI,ANDROID,Maharashtra,SETTLED,33,false
TXN_20260501_613466,2026-05-01T00:21:26+05:30,Paytm,UPI_PAYMENT,user57744@paytm,metromobili747@iciciban,HDFC Bank,ICICI Bank,MER_603773,Metro Mobility,Transport,4121,272.64,INR,SUCCESS,00,,796245619879,BRN6999084049,UPI,IOS,Maharashtra,SETTLED,2,false
TXN_20260517_244318,2026-05-17T12:35:47+05:30,Paytm,UPI_PAYMENT,user550181@paytm,medicarepha60@hdfcbank,State Bank of India,HDFC Bank,MER_739864,MediCare Pharmacy,Pharmacy,5912,48.03,INR,SUCCESS,00,,394860626979,BRN3213149039,UPI,ANDROID,Bihar,SETTLED,43,false
TXN_20260525_825120,2026-05-25T16:40:38+05:30,Paytm,UPI_PAYMENT,user256480@paytm,booknest950@axisbank,IDFC FIRST Bank,Axis Bank,MER_767785,BookNest,Books,5942,55.59,INR,SUCCESS,00,,327307343246,BRN7935672528,UPI,IOS,West Bengal,SETTLED,1,false
TXN_20260524_785873,2026-05-24T23:04:11+05:30,Paytm,UPI_PAYMENT,user523730@paytm,cafebrew509@iciciban,ICICI Bank,ICICI Bank,MER_994842,Cafe Brew,Cafe,5814,148.06,INR,SUCCESS,00,,906592794433,BRN1965476141,UPI,ANDROID,Maharashtra,SETTLED,39,false
TXN_20260526_152280,2026-05-26T21:47:58+05:30,Paytm,UPI_PAYMENT,user738066@paytm,techsquaree942@yesbank,Union Bank of India,YES BANK,MER_816963,TechSquare Electronics,Electronics,5732,570.06,INR,SUCCESS,00,,141585694164,BRN3978863361,UPI,ANDROID,Rajasthan,SETTLED,15,false
TXN_20260502_263490,2026-05-02T18:58:53+05:30,Paytm,UPI_PAYMENT,user694418@paytm,stylehubfas723@kotakmah,HDFC Bank,Kotak Mahindra Bank,MER_501730,StyleHub Fashion,Apparel,5651,1415.17,INR,SUCCESS,00,,247996057778,BRN5861690864,UPI,ANDROID,Himachal Pradesh,SETTLED,56,false
TXN_20260515_432095,2026-05-15T05:30:16+05:30,Paytm,UPI_PAYMENT,user392192@paytm,medicarepha767@hdfcbank,State Bank of India,HDFC Bank,MER_883516,MediCare Pharmacy,Pharmacy,5912,357.30,INR,SUCCESS,00,,201062252252,BRN9135207483,UPI,IOS,Haryana,SETTLED,1,false
TXN_20260511_797935,2026-05-11T05:57:37+05:30,Paytm,UPI_PAYMENT,user744861@paytm,mobilerecha820@bankofba,IDFC FIRST Bank,Bank of Baroda,MER_306288,Mobile Recharge Hub,Telecom,4814,185.68,INR,SUCCESS,00,,727762165664,BRN4295940559,UPI,ANDROID,Rajasthan,PENDING,18,false
TXN_20260514_793250,2026-05-14T21:39:07+05:30,Paytm,UPI_PAYMENT,user72924@paytm,utilitypays466@indusind,UCO Bank,IndusInd Bank,MER_871548,UtilityPay Services,Utilities,4900,163.78,INR,SUCCESS,00,,618944154000,BRN5351825616,UPI,IOS,Uttar Pradesh,SETTLED,22,false
TXN_20260503_758997,2026-05-03T04:18:29+05:30,Paytm,UPI_PAYMENT,user690150@paytm,mobilerecha665@hdfcbank,State Bank of India,HDFC Bank,MER_826808,Mobile Recharge Hub,Telecom,4814,380.09,INR,SUCCESS,00,,733628112754,BRN9622822607,UPI,ANDROID,Punjab,SETTLED,12,false
TXN_20260528_748611,2026-05-28T14:41:18+05:30,Paytm,UPI_PAYMENT,user529436@paytm,fitzonegym191@punjabna,HDFC Bank,Punjab National Bank,MER_294806,FitZone Gym,Fitness,7997,130.47,INR,SUCCESS,00,,406616758477,BRN5024852396,UPI,ANDROID,Delhi,SETTLED,55,false
TXN_20260519_878225,2026-05-19T09:02:52+05:30,Paytm,UPI_PAYMENT,user36042@paytm,cafebrew733@hdfcbank,ICICI Bank,HDFC Bank,MER_725439,Cafe Brew,Cafe,5814,722.39,INR,SUCCESS,00,,783161949326,BRN4949069750,UPI,ANDROID,Uttar Pradesh,SETTLED,1,false
TXN_20260508_113348,2026-05-08T20:43:39+05:30,Paytm,UPI_PAYMENT,user614055@paytm,stylehubfas300@indianov,Kotak Mahindra Bank,Indian Overseas Bank,MER_912411,StyleHub Fashion,Apparel,5651,967.73,INR,SUCCESS,00,,354050548192,BRN7458760577,UPI,ANDROID,Karnataka,SETTLED,36,false
TXN_20260510_157583,2026-05-10T15:47:29+05:30,Paytm,UPI_PAYMENT,user650143@paytm,metromobili161@axisbank,HDFC Bank,Axis Bank,MER_461460,Metro Mobility,Transport,4121,197.27,INR,SUCCESS,00,,685285923382,BRN1593060960,UPI,ANDROID,Delhi,SETTLED,46,false
TXN_20260515_631586,2026-05-15T21:08:08+05:30,Paytm,UPI_PAYMENT,user795834@paytm,stylehubfas166@iciciban,Axis Bank,ICICI Bank,MER_384072,StyleHub Fashion,Apparel,5651,278.15,INR,SUCCESS,00,,574844361809,BRN3760766495,UPI,ANDROID,West Bengal,SETTLED,55,false
TXN_20260515_926215,2026-05-15T15:25:39+05:30,Paytm,UPI_PAYMENT,user825808@paytm,homebasket551@iciciban,ICICI Bank,ICICI Bank,MER_409510,HomeBasket,Home & Living,5712,117.81,INR,SUCCESS,00,,541334474770,BRN3952185173,UPI,ANDROID,Maharashtra,SETTLED,33,false
TXN_20260521_170495,2026-05-21T11:04:42+05:30,Paytm,UPI_PAYMENT,user694707@paytm,utilitypays455@axisbank,ICICI Bank,Axis Bank,MER_258975,UtilityPay Services,Utilities,4900,1222.47,INR,SUCCESS,00,,626456503132,BRN5005308679,UPI,ANDROID,Kerala,SETTLED,46,false
TXN_20260513_134004,2026-05-13T08:09:30+05:30,Paytm,UPI_PAYMENT,user641610@paytm,stylehubfas395@iciciban,Punjab National Bank,ICICI Bank,MER_515981,StyleHub Fashion,Apparel,5651,138.97,INR,SUCCESS,00,,564074962927,BRN4650205330,UPI,IOS,Gujarat,SETTLED,16,false
TXN_20260524_605757,2026-05-24T06:10:08+05:30,Paytm,UPI_PAYMENT,user62404@paytm,edulearnser903@axisbank,ICICI Bank,Axis Bank,MER_816738,EduLearn Services,Education,8299,785.02,INR,SUCCESS,00,,491438868352,BRN6226864867,UPI,ANDROID,Punjab,SETTLED,36,false
