transaction_id,timestamp,psp,transaction_type,payer_vpa,payee_vpa,payer_bank,payee_bank,merchant_id,merchant_name,merchant_category,mcc,amount,currency,status,response_code,failure_reason,rrn,bank_reference_id,payment_mode,device_type,state,settlement_status,risk_score,fraud_flag
TXN_20260310_192789,2026-03-10T20:13:20+05:30,Paytm,UPI_PAYMENT,user191173@paytm,metromobili154@stateban,State Bank of India,State Bank of India,MER_170940,Metro Mobility,Transport,4121,241.34,INR,SUCCESS,00,,904492756431,BRN2251518463,UPI,ANDROID,Tamil Nadu,SETTLED,33,false
TXN_20260305_773167,2026-03-05T13:41:15+05:30,Paytm,UPI_PAYMENT,user714332@paytm,utilitypays429@axisbank,State Bank of India,Axis Bank,MER_422581,UtilityPay Services,Utilities,4900,213.99,INR,SUCCESS,00,,828994724667,BRN6993569286,UPI,IOS,Odisha,SETTLED,12,false
TXN_20260302_460655,2026-03-02T06:33:24+05:30,Paytm,UPI_PAYMENT,user428174@paytm,homebasket259@idfcfirs,Canara Bank,IDFC FIRST Bank,MER_792868,HomeBasket,Home & Living,5712,201.79,INR,SUCCESS,00,,208755601643,BRN4870343234,UPI,ANDROID,Maharashtra,SETTLED,25,false
TXN_20260312_826596,2026-03-12T15:27:26+05:30,Paytm,UPI_PAYMENT,user510829@paytm,techsquaree261@iciciban,State Bank of India,ICICI Bank,MER_679702,TechSquare Electronics,Electronics,5732,361.64,INR,SUCCESS,00,,843110105468,BRN3053430277,UPI,IOS,Uttar Pradesh,SETTLED,1,false
TXN_20260327_738384,2026-03-27T22:30:50+05:30,Paytm,UPI_PAYMENT,user686263@paytm,utilitypays26@stateban,Bandhan Bank,State Bank of India,MER_387044,UtilityPay Services,Utilities,4900,144.64,INR,SUCCESS,00,,660561450117,BRN2164031769,UPI,ANDROID,Bihar,SETTLED,31,false
TXN_20260316_581847,2026-03-16T05:12:23+05:30,Paytm,UPI_PAYMENT,user700657@paytm,stylehubfas709@bankofin,HDFC Bank,Bank of India,MER_285654,StyleHub Fashion,Apparel,5651,157.81,INR,SUCCESS,00,,139787065241,BRN6730889242,UPI,IOS,Telangana,SETTLED,65,false
TXN_20260323_888851,2026-03-23T20:47:08+05:30,Paytm,UPI_PAYMENT,user794901@paytm,mobilerecha851@unionban,Punjab National Bank,Union Bank of India,MER_833871,Mobile Recharge Hub,Telecom,4814,481.14,INR,SUCCESS,00,,589235057876,BRN1832029333,UPI,ANDROID,Bihar,SETTLED,14,false
TXN_20260311_782972,2026-03-11T18:20:01+05:30,Paytm,UPI_PAYMENT,user52015@paytm,cafebrew417@stateban,ICICI Bank,State Bank of India,MER_144329,Cafe Brew,Cafe,5814,365.18,INR,SUCCESS,00,,935807811799,BRN8669958957,UPI,ANDROID,Maharashtra,PENDING,49,false
TXN_20260314_448625,2026-03-14T20:13:52+05:30,Paytm,UPI_PAYMENT,user721049@paytm,edulearnser944@unionban,ICICI Bank,Union Bank of India,MER_929398,EduLearn Services,Education,8299,196.93,INR,SUCCESS,00,,431003975643,BRN2936833189,UPI,IOS,Odisha,SETTLED,27,false
TXN_20260312_520874,2026-03-12T02:26:16+05:30,Paytm,UPI_PAYMENT,user808749@paytm,quickfuelst524@axisbank,State Bank of India,Axis Bank,MER_856575,QuickFuel Station,Fuel,5541,215.64,INR,SUCCESS,00,,574034572877,BRN3516556221,UPI,ANDROID,Punjab,SETTLED,1,false
TXN_20260307_916526,2026-03-07T22:41:03+05:30,Paytm,UPI_PAYMENT,user638397@paytm,edulearnser13@punjabna,Axis Bank,Punjab National Bank,MER_864487,EduLearn Services,Education,8299,36.41,INR,SUCCESS,00,,940706435321,BRN8381153778,UPI,ANDROID,Chhattisgarh,SETTLED,56,false
TXN_20260326_390739,2026-03-26T16:39:07+05:30,Paytm,UPI_PAYMENT,user975198@paytm,utilitypays874@stateban,Kotak Mahindra Bank,State Bank of India,MER_874370,UtilityPay Services,Utilities,4900,1469.51,INR,SUCCESS,00,,609813889457,BRN9987343658,UPI,ANDROID,Madhya Pradesh,SETTLED,26,false
TXN_20260310_269657,2026-03-10T02:07:25+05:30,Paytm,UPI_PAYMENT,user301365@paytm,mobilerecha123@bankofba,Bank of India,Bank of Baroda,MER_143143,Mobile Recharge Hub,Telecom,4814,98.97,INR,SUCCESS,00,,909306703972,BRN6226771321,UPI,ANDROID,Karnataka,SETTLED,8,false
TXN_20260322_450200,2026-03-22T10:08:44+05:30,Paytm,UPI_PAYMENT,user919204@paytm,homebasket987@punjabna,Canara Bank,Punjab National Bank,MER_476697,HomeBasket,Home & Living,5712,806.64,INR,SUCCESS,00,,299147243943,BRN3694342958,UPI,ANDROID,Delhi,PENDING,25,false
TXN_20260304_835707,2026-03-04T00:43:07+05:30,Paytm,UPI_PAYMENT,user197186@paytm,booknest848@hdfcbank,HDFC Bank,HDFC Bank,MER_113806,BookNest,Books,5942,2283.93,INR,SUCCESS,00,,454047474373,BRN5563479776,UPI,IOS,Uttar Pradesh,SETTLED,42,false
TXN_20260316_722269,2026-03-16T18:11:50+05:30,Paytm,UPI_PAYMENT,user246965@paytm,utilitypays95@punjabna,HDFC Bank,Punjab National Bank,MER_497657,UtilityPay Services,Utilities,4900,910.27,INR,SUCCESS,00,,821780848401,BRN2697516909,UPI,IOS,Uttar Pradesh,SETTLED,53,false
TXN_20260301_966532,2026-03-01T07:20:37+05:30,Paytm,UPI_PAYMENT,user31883@paytm,metromobili679@canaraba,HDFC Bank,Canara Bank,MER_247484,Metro Mobility,Transport,4121,365.93,INR,SUCCESS,00,,463329889762,BRN6165795636,UPI,IOS,Madhya Pradesh,SETTLED,69,false
TXN_20260321_972215,2026-03-21T15:54:27+05:30,Paytm,UPI_PAYMENT,user939182@paytm,fitzonegym412@centralb,IndusInd Bank,Central Bank of India,MER_506114,FitZone Gym,Fitness,7997,89.69,INR,SUCCESS,00,,420064391619,BRN8365094075,UPI,ANDROID,Madhya Pradesh,SETTLED,68,false
TXN_20260326_345351,2026-03-26T03:29:53+05:30,Paytm,UPI_PAYMENT,user469762@paytm,medicarepha880@stateban,IndusInd Bank,State Bank of India,MER_145305,MediCare Pharmacy,Pharmacy,5912,640.53,INR,SUCCESS,00,,657551306772,BRN1651241753,UPI,IOS,Goa,SETTLED,6,false
TXN_20260331_544503,2026-03-31T02:16:51+05:30,Paytm,UPI_PAYMENT,user490290@paytm,edulearnser245@bankofba,HDFC Bank,Bank of Baroda,MER_651750,EduLearn Services,Education,8299,74.94,INR,SUCCESS,00,,533319725477,BRN9890955656,UPI,IOS,Maharashtra,SETTLED,15,false
TXN_20260315_760939,2026-03-15T11:25:01+05:30,Paytm,UPI_PAYMENT,user735517@paytm,techsquaree328@iciciban,HDFC Bank,ICICI Bank,MER_940046,TechSquare Electronics,Electronics,5732,122.14,INR,SUCCESS,00,,730187040273,BRN6854763935,UPI,IOS,Uttarakhand,PENDING,31,false
TXN_20260315_132028,2026-03-15T04:14:52+05:30,Paytm,UPI_PAYMENT,user483606@paytm,metromobili315@bankofba,Punjab National Bank,Bank of Baroda,MER_851522,Metro Mobility,Transport,4121,700.33,INR,SUCCESS,00,,866836899190,BRN2562864341,UPI,ANDROID,Maharashtra,SETTLED,22,false
TXN_20260308_861354,2026-03-08T20:32:33+05:30,Paytm,UPI_PAYMENT,user500205@paytm,utilitypays384@canaraba,ICICI Bank,Canara Bank,MER_869840,UtilityPay Services,Utilities,4900,753.58,INR,SUCCESS,00,,851898333963,BRN3031441403,UPI,IOS,Rajasthan,SETTLED,20,false
TXN_20260314_497457,2026-03-14T19:23:30+05:30,Paytm,UPI_PAYMENT,user298279@paytm,quickfuelst758@iciciban,Federal Bank,ICICI Bank,MER_779472,QuickFuel Station,Fuel,5541,60.68,INR,SUCCESS,00,,203195276477,BRN3684485886,UPI,ANDROID,Karnataka,SETTLED,36,false
TXN_20260310_440311,2026-03-10T16:52:23+05:30,Paytm,UPI_PAYMENT,user835404@paytm,utilitypays816@unionban,State Bank of India,Union Bank of India,MER_900369,UtilityPay Services,Utilities,4900,521.91,INR,SUCCESS,00,,762040734996,BRN4654273987,UPI,ANDROID,Punjab,SETTLED,34,false
TXN_20260308_289881,2026-03-08T13:23:14+05:30,Paytm,UPI_PAYMENT,user762760@paytm,homebasket555@iciciban,Bank of Baroda,ICICI Bank,MER_698938,HomeBasket,Home & Living,5712,258.38,INR,SUCCESS,00,,110673988026,BRN4701092495,UPI,IOS,Tamil Nadu,SETTLED,32,false
TXN_20260303_654955,2026-03-03T11:59:50+05:30,Paytm,UPI_PAYMENT,user328263@paytm,mobilerecha189@ausmallf,ICICI Bank,AU Small Finance Bank,MER_665978,Mobile Recharge Hub,Telecom,4814,204.33,INR,SUCCESS,00,,854568393717,BRN7837753508,UPI,ANDROID,Kerala,SETTLED,33,false
TXN_20260327_159280,2026-03-27T16:41:15+05:30,Paytm,UPI_PAYMENT,user144888@paytm,utilitypays96@canaraba,HDFC Bank,Canara Bank,MER_994283,UtilityPay Services,Utilities,4900,1378.12,INR,SUCCESS,00,,673804731303,BRN3419417390,UPI,ANDROID,Kerala,SETTLED,70,false
TXN_20260324_760904,2026-03-24T09:41:44+05:30,Paytm,UPI_PAYMENT,user201547@paytm,stylehubfas729@stateban,Bank of India,State Bank of India,MER_575480,StyleHub Fashion,Apparel,5651,431.72,INR,SUCCESS,00,,959203402091,BRN9273241835,UPI,ANDROID,Odisha,SETTLED,8,false
TXN_20260326_146361,2026-03-26T04:06:48+05:30,Paytm,UPI_PAYMENT,user743542@paytm,techsquaree173@idfcfirs,ICICI Bank,IDFC FIRST Bank,MER_804312,TechSquare Electronics,Electronics,5732,560.94,INR,SUCCESS,00,,691542597378,BRN2140496626,UPI,ANDROID,Telangana,SETTLED,16,false
TXN_20260323_265232,2026-03-23T11:26:29+05:30,Paytm,UPI_PAYMENT,user301045@paytm,booknest166@hdfcbank,Axis Bank,HDFC Bank,MER_212912,BookNest,Books,5942,312.00,INR,SUCCESS,00,,825043513653,BRN4889767452,UPI,ANDROID,Uttarakhand,SETTLED,31,false
TXN_20260329_727544,2026-03-29T03:15:20+05:30,Paytm,UPI_PAYMENT,user518705@paytm,homebasket610@hdfcbank,Kotak Mahindra Bank,HDFC Bank,MER_546652,HomeBasket,Home & Living,5712,296.52,INR,FAILED,91,BANK_UNAVAILABLE,266528560302,,UPI,ANDROID,West Bengal,NOT_APPLICABLE,32,false
