transaction_id,timestamp,psp,transaction_type,payer_vpa,payee_vpa,payer_bank,payee_bank,merchant_id,merchant_name,merchant_category,mcc,amount,currency,status,response_code,failure_reason,rrn,bank_reference_id,payment_mode,device_type,state,settlement_status,risk_score,fraud_flag
TXN_20260612_152780,2026-06-12T13:31:47+05:30,Paytm,UPI_PAYMENT,user852313@paytm,fitzonegym226@punjabna,State Bank of India,Punjab National Bank,MER_474100,FitZone Gym,Fitness,7997,342.62,INR,SUCCESS,00,,295040450793,BRN5295143944,UPI,ANDROID,Bihar,SETTLED,35,false
TXN_20260604_654351,2026-06-04T20:38:07+05:30,Paytm,UPI_PAYMENT,user511142@paytm,techsquaree136@hdfcbank,Punjab National Bank,HDFC Bank,MER_525069,TechSquare Electronics,Electronics,5732,1537.30,INR,FAILED,91,BANK_UNAVAILABLE,765910162991,,UPI,ANDROID,West Bengal,NOT_APPLICABLE,35,false
TXN_20260625_515344,2026-06-25T03:53:10+05:30,Paytm,UPI_PAYMENT,user448144@paytm,fitzonegym184@indusind,YES BANK,IndusInd Bank,MER_653600,FitZone Gym,Fitness,7997,337.51,INR,SUCCESS,00,,116283628884,BRN8117056508,UPI,ANDROID,Jharkhand,SETTLED,38,false
TXN_20260622_936543,2026-06-22T04:00:18+05:30,Paytm,UPI_PAYMENT,user554993@paytm,utilitypays675@bankofba,State Bank of India,Bank of Baroda,MER_461273,UtilityPay Services,Utilities,4900,1003.78,INR,SUCCESS,00,,997202267706,BRN7089633509,UPI,ANDROID,Bihar,SETTLED,42,false
TXN_20260603_414570,2026-06-03T09:16:19+05:30,Paytm,UPI_PAYMENT,user511355@paytm,medicarepha267@iciciban,HDFC Bank,ICICI Bank,MER_749177,MediCare Pharmacy,Pharmacy,5912,297.36,INR,REVERSED,00,,778619794426,BRN9377227801,UPI,IOS,Uttarakhand,REVERSED,30,false
TXN_20260628_322933,2026-06-28T12:06:02+05:30,Paytm,UPI_PAYMENT,user140752@paytm,quickfuelst569@stateban,Axis Bank,State Bank of India,MER_749505,QuickFuel Station,Fuel,5541,989.80,INR,SUCCESS,00,,949438226835,BRN5928141523,UPI,ANDROID,Karnataka,SETTLED,1,false
TXN_20260602_143440,2026-06-02T07:40:19+05:30,Paytm,UPI_PAYMENT,user679414@paytm,fitzonegym455@iciciban,ICICI Bank,ICICI Bank,MER_646845,FitZone Gym,Fitness,7997,76.68,INR,SUCCESS,00,,799961291468,BRN7659682827,UPI,ANDROID,Uttar Pradesh,SETTLED,56,false
TXN_20260610_692192,2026-06-10T02:19:49+05:30,Paytm,UPI_PAYMENT,user707411@paytm,utilitypays579@stateban,UCO Bank,State Bank of India,MER_746412,UtilityPay Services,Utilities,4900,144.29,INR,SUCCESS,00,,789399905441,BRN9082194147,UPI,ANDROID,Rajasthan,SETTLED,1,false
TXN_20260617_902521,2026-06-17T06:37:52+05:30,Paytm,UPI_PAYMENT,user713097@paytm,freshmartre649@ausmallf,State Bank of India,AU Small Finance Bank,MER_265494,FreshMart Retail,Grocery,5411,327.63,INR,SUCCESS,00,,888840494850,BRN4947140807,UPI,WEB,Madhya Pradesh,SETTLED,1,false
TXN_20260611_118116,2026-06-11T12:05:03+05:30,Paytm,UPI_PAYMENT,user503346@paytm,techsquaree555@bankofin,Axis Bank,Bank of India,MER_146150,TechSquare Electronics,Electronics,5732,253.25,INR,SUCCESS,00,,709284681893,BRN4528981375,UPI,ANDROID,Delhi,SETTLED,30,false
